entry_id,source_form,source_register,source_variety,gloss_en,source_note,candidate_msn_headword,candidate_search_key,search_fallbacks_json,rule_trace
kw::ilwikatl::1,ilwikatl,EHN_colloquial,Eastern Huasteca Nahuatl,sky,rule_based_from_source_form,ilwikatl,ilwikatl,"[""ilwikatl"", ""ilhuicatl""]",identity
kw::ima::2,ima,EHN_colloquial,Eastern Huasteca Nahuatl,third-person singular possessed form of mayitl (his/her/its hand),rule_based_from_source_form,ima,ima,"[""ima""]",identity
kw::imachcone::1,imachcone,EHN_colloquial,Eastern Huasteca Nahuatl,"nephew, niece",rule_based_from_source_form,imachkone,imachkone,"[""imachcone"", ""imaccone"", ""imachkone"", ""imackone""]",hard c > k
kw::imohuanti::1,imohuanti,EHN_colloquial,Eastern Huasteca Nahuatl,second person; you (plural),rule_based_from_source_form,imowanti,imowanti,"[""imohuanti"", ""imouanti"", ""imowanti""]",hu> w before vowel
kw::inana::1,inana,EHN_colloquial,Eastern Huasteca Nahuatl,"his, her, its mother.",rule_based_from_source_form,inana,inana,"[""inana""]",identity
kw::inenepil::1,inenepil,EHN_colloquial,Eastern Huasteca Nahuatl,"his, her, its tongue.",rule_based_from_source_form,inenepil,inenepil,"[""inenepil""]",identity
kw::ininhuanti::1,ininhuanti,EHN_colloquial,Eastern Huasteca Nahuatl,third person; they,rule_based_from_source_form,ininwanti,ininwanti,"[""ininhuanti"", ""ininuanti"", ""ininwanti""]",hu> w before vowel
kw::intla::1,intla,EHN_colloquial,Eastern Huasteca Nahuatl,if,rule_based_from_source_form,intla,intla,"[""intla""]",identity
kw::ipan::3,ipan,EHN_colloquial,Eastern Huasteca Nahuatl,in.,rule_based_from_source_form,ipan,ipan,"[""ipan""]",identity
kw::ipohual::1,ipohual,EHN_colloquial,Eastern Huasteca Nahuatl,season,rule_based_from_source_form,ipowal,ipowal,"[""ipohual"", ""ipoual"", ""ipowal""]",hu> w before vowel
kw::isocapa::1,isocapa,EHN_colloquial,Eastern Huasteca Nahuatl,fast.,rule_based_from_source_form,isokapa,isokapa,"[""isocapa"", ""isokapa""]",hard c > k
kw::istatl::3,istatl,EHN_colloquial,Eastern Huasteca Nahuatl,alternative spelling of iztatl (“salt”),explicit_gloss_target,istatl (“salt”),istatl (“salt”),"[""istatl"", ""istatl (“salt”)""]",gloss target: iztatl (“salt”); z > s
kw::itata::1,itata,EHN_colloquial,Eastern Huasteca Nahuatl,"his, her, its father.",rule_based_from_source_form,itata,itata,"[""itata""]",identity
kw::itelpoca::1,itelpoca,EHN_colloquial,Eastern Huasteca Nahuatl,third-person singular possessed form of telpocatl (his/her/its young man).,rule_based_from_source_form,itelpoka,itelpoka,"[""itelpoca"", ""itelpoka""]",hard c > k
kw::itlapanca::1,itlapanca,EHN_colloquial,Eastern Huasteca Nahuatl,interest.,rule_based_from_source_form,itlapanka,itlapanka,"[""itlapanca"", ""itlapanka""]",hard c > k
kw::itztoc::1,itztoc,EHN_colloquial,Eastern Huasteca Nahuatl,to be.,rule_based_from_source_form,itstok,itstok,"[""itztoc"", ""itstok""]",z > s; hard c > k
kw::ixcafentic::1,ixcafentic,EHN_colloquial,Eastern Huasteca Nahuatl,"coffee color, brown.",rule_based_from_source_form,ixkafentik,ixkafentik,"[""ixcafentic"", ""ixkafentik""]",hard c > k
kw::ixhui::2,ixhui,EHN_colloquial,Eastern Huasteca Nahuatl,grandson.,rule_based_from_source_form,ixwi,ixwi,"[""ixhui"", ""ixui"", ""ixwi""]",hu> w before vowel
kw::ixmatzahtic::1,ixmatzahtic,EHN_colloquial,Eastern Huasteca Nahuatl,pink.,rule_based_from_source_form,ixmatsahtik,ixmatsahtik,"[""ixmatzahtic"", ""ixmatzatic"", ""ixmatsahtik"", ""ixmatsatik""]",z > s; hard c > k
kw::ixteyol::1,ixteyol,EHN_colloquial,Eastern Huasteca Nahuatl,eye.,rule_based_from_source_form,ixteyol,ixteyol,"[""ixteyol""]",identity
kw::ixtiyol::1,ixtiyol,EHN_colloquial,Eastern Huasteca Nahuatl,eye.,rule_based_from_source_form,ixtiyol,ixtiyol,"[""ixtiyol""]",identity
kw::iyalmilli::1,iyalmilli,EHN_colloquial,Eastern Huasteca Nahuatl,tobacco farm.,rule_based_from_source_form,iyalmilli,iyalmilli,"[""iyalmilli""]",identity
kw::iyaquemetl::1,iyaquemetl,EHN_colloquial,Eastern Huasteca Nahuatl,insect.,rule_based_from_source_form,iyakemetl,iyakemetl,"[""iyaquemetl"", ""iyakemetl"", ""iyacemetl""]",qu > k before front vowel
kw::iyatl::2,iyatl,EHN_colloquial,Eastern Huasteca Nahuatl,tobacco,rule_based_from_source_form,iyatl,iyatl,"[""iyatl""]",identity
kw::iyol::1,iyol,EHN_colloquial,Eastern Huasteca Nahuatl,seed.,rule_based_from_source_form,iyol,iyol,"[""iyol""]",identity
kw::iyolic::1,iyolic,EHN_colloquial,Eastern Huasteca Nahuatl,slow,rule_based_from_source_form,iyolik,iyolik,"[""iyolic"", ""iyolik""]",hard c > k
kw::izhuatl::2,izhuatl,EHN_colloquial,Eastern Huasteca Nahuatl,leaf.,rule_based_from_source_form,iswatl,iswatl,"[""izhuatl"", ""izuatl"", ""iswatl"", ""ishuatl""]",hu> w before vowel; z > s
kw::iztatl::3,iztatl,EHN_colloquial,Eastern Huasteca Nahuatl,salt.,rule_based_from_source_form,istatl,istatl,"[""iztatl"", ""istatl""]",z > s
kw::iztlacati::2,iztlacati,EHN_colloquial,Eastern Huasteca Nahuatl,to lie.,rule_based_from_source_form,istlakati,istlakati,"[""iztlacati"", ""istlakati"", ""istlacati""]",z > s; hard c > k
kw::julio::1,julio,EHN_colloquial,Eastern Huasteca Nahuatl,July,rule_based_from_source_form,julio,julio,"[""julio""]",identity
kw::junio::1,junio,EHN_colloquial,Eastern Huasteca Nahuatl,June,rule_based_from_source_form,junio,junio,"[""junio""]",identity
kw::kahtzotl::1,kahtzotl,EHN_colloquial,Eastern Huasteca Nahuatl,jicama,rule_based_from_source_form,kahtsotl,kahtsotl,"[""kahtzotl"", ""katzotl"", ""kahtsotl"", ""katsotl"", ""cahtzotl""]",z > s
kw::kalli::2,kalli,EHN_colloquial,Eastern Huasteca Nahuatl,"alternative spelling of calli, house",explicit_gloss_target,kalli,kalli,"[""kalli"", ""calli""]",gloss target: calli; hard c > k
kw::kamanaltiketl::1,kamanaltiketl,EHN_colloquial,Eastern Huasteca Nahuatl,speaker.,rule_based_from_source_form,kamanaltiketl,kamanaltiketl,"[""kamanaltiketl"", ""camanalticetl""]",identity
kw::kawayoh::2,kawayoh,EHN_colloquial,Eastern Huasteca Nahuatl,horse.,rule_based_from_source_form,kawayoh,kawayoh,"[""kawayoh"", ""kawayo"", ""cahuayoh""]",identity
kw::kawayoh::3,kawayoh,EHN_colloquial,Eastern Huasteca Nahuatl,beast.,rule_based_from_source_form,kawayoh,kawayoh,"[""kawayoh"", ""kawayo"", ""cahuayoh""]",identity
kw::kikiyotekomitl::1,kikiyotekomitl,EHN_colloquial,Eastern Huasteca Nahuatl,passion fruit,rule_based_from_source_form,kikiyotekomitl,kikiyotekomitl,"[""kikiyotekomitl"", ""ciciyotecomitl""]",identity
kw::kokoxketl::3,kokoxketl,EHN_colloquial,Eastern Huasteca Nahuatl,a sick person.,rule_based_from_source_form,kokoxketl,kokoxketl,"[""kokoxketl"", ""cocoxcetl""]",identity
kw::kolotl::3,kolotl,EHN_colloquial,Eastern Huasteca Nahuatl,scorpion.,rule_based_from_source_form,kolotl,kolotl,"[""kolotl"", ""colotl""]",identity
kw::komalli::2,komalli,EHN_colloquial,Eastern Huasteca Nahuatl,a pan used to grill tortillas.,rule_based_from_source_form,komalli,komalli,"[""komalli"", ""comalli""]",identity
kw::konetl::1,konetl,EHN_colloquial,Eastern Huasteca Nahuatl,son.,rule_based_from_source_form,konetl,konetl,"[""konetl"", ""conetl""]",identity
kw::kostik::3,kostik,EHN_colloquial,Eastern Huasteca Nahuatl,yellow,rule_based_from_source_form,kostik,kostik,"[""kostik"", ""costic""]",identity
kw::kowatl::1,kowatl,EHN_colloquial,Eastern Huasteca Nahuatl,snake.,rule_based_from_source_form,kowatl,kowatl,"[""kowatl"", ""cohuatl""]",identity
kw::koyochichi::3,koyochichi,EHN_colloquial,Eastern Huasteca Nahuatl,Coyote.,rule_based_from_source_form,koyochichi,koyochichi,"[""koyochichi"", ""koyocici"", ""coyochichi""]",identity
kw::koyotl::4,koyotl,EHN_colloquial,Eastern Huasteca Nahuatl,foreigner.,rule_based_from_source_form,koyotl,koyotl,"[""koyotl"", ""coyotl""]",identity
kw::kuapelechin::1,kuapelechin,EHN_colloquial,Eastern Huasteca Nahuatl,rooster.,rule_based_from_source_form,kuapelechin,kuapelechin,"[""kuapelechin"", ""kuapelecin"", ""cuapelechin""]",identity
kw::kuatochin::1,kuatochin,EHN_colloquial,Eastern Huasteca Nahuatl,rabbit.,rule_based_from_source_form,kuatochin,kuatochin,"[""kuatochin"", ""kuatocin"", ""cuatochin""]",identity
kw::kuawitl::1,kuawitl,EHN_colloquial,Eastern Huasteca Nahuatl,tree.,rule_based_from_source_form,kuawitl,kuawitl,"[""kuawitl"", ""cuahuitl""]",identity
kw::kuawitl::2,kuawitl,EHN_colloquial,Eastern Huasteca Nahuatl,wood.,rule_based_from_source_form,kuawitl,kuawitl,"[""kuawitl"", ""cuahuitl""]",identity
kw::kuaxilotl::3,kuaxilotl,EHN_colloquial,Eastern Huasteca Nahuatl,banana.,rule_based_from_source_form,kuaxilotl,kuaxilotl,"[""kuaxilotl"", ""cuaxilotl""]",identity
kw::kuextekapan::1,Kuextekapan,EHN_colloquial,Eastern Huasteca Nahuatl,Huasteca,rule_based_from_source_form,kuextekapan,kuextekapan,"[""kuextekapan"", ""cuextecapan""]",identity
kw::kueyitl::2,kueyitl,EHN_colloquial,Eastern Huasteca Nahuatl,skirt,rule_based_from_source_form,kueyitl,kueyitl,"[""kueyitl"", ""cueyitl""]",identity
kw::kuitlatl::2,kuitlatl,EHN_colloquial,Eastern Huasteca Nahuatl,shit.,rule_based_from_source_form,kuitlatl,kuitlatl,"[""kuitlatl"", ""cuitlatl""]",identity
kw::lalax::3,lalax,EHN_colloquial,Eastern Huasteca Nahuatl,Chiconamel spelling of alaxox,rule_based_from_source_form,lalax,lalax,"[""lalax""]",identity
kw::lalax::4,lalax,EHN_colloquial,Eastern Huasteca Nahuatl,orange (fruit),rule_based_from_source_form,lalax,lalax,"[""lalax""]",identity
kw::lalaxcuahuitl::2,lalaxcuahuitl,EHN_colloquial,Eastern Huasteca Nahuatl,orange tree.,rule_based_from_source_form,lalaxkuawitl,lalaxkuawitl,"[""lalaxcuahuitl"", ""lalaxcuauitl"", ""lalaxkuawitl""]",hu> w before vowel; hard c > k
kw::lechi::2,lechi,EHN_colloquial,Eastern Huasteca Nahuatl,milk,rule_based_from_source_form,lechi,lechi,"[""lechi"", ""leci""]",identity
kw::li::1,-li,EHN_colloquial,Eastern Huasteca Nahuatl,a suffix that makes nouns.,rule_based_from_source_form,-li,-li,"[""-li""]",identity
kw::li::2,-li,EHN_colloquial,Eastern Huasteca Nahuatl,alternative spelling of -lli,explicit_gloss_target,-lli,-lli,"[""-li"", ""-lli""]",gloss target: -lli
kw::libro::1,libro,EHN_colloquial,Eastern Huasteca Nahuatl,book,rule_based_from_source_form,libro,libro,"[""libro""]",identity
kw::lli::2,-lli,EHN_colloquial,Eastern Huasteca Nahuatl,a suffix that makes a noun.,rule_based_from_source_form,-lli,-lli,"[""-lli""]",identity
kw::lugar::1,lugar,EHN_colloquial,Eastern Huasteca Nahuatl,place,rule_based_from_source_form,lugar,lugar,"[""lugar""]",identity
kw::m-dico::1,médico,EHN_colloquial,Eastern Huasteca Nahuatl,doctor,rule_based_from_source_form,médiko,mediko,"[""médico"", ""medico"", ""médiko"", ""mediko""]",hard c > k
kw::m-s::1,más,EHN_colloquial,Eastern Huasteca Nahuatl,more,rule_based_from_source_form,más,mas,"[""más"", ""mas""]",identity
kw::machete::1,machete,EHN_colloquial,Eastern Huasteca Nahuatl,machete.,rule_based_from_source_form,machete,machete,"[""machete"", ""macete""]",identity
kw::macpil::1,macpil,EHN_colloquial,Eastern Huasteca Nahuatl,finger.,rule_based_from_source_form,makpil,makpil,"[""macpil"", ""makpil""]",hard c > k
kw::macuilli::3,macuilli,EHN_colloquial,Eastern Huasteca Nahuatl,five.,rule_based_from_source_form,makuilli,makuilli,"[""macuilli"", ""makuilli""]",hard c > k
kw::mahtlactli::3,mahtlactli,EHN_colloquial,Eastern Huasteca Nahuatl,ten.,rule_based_from_source_form,mahtlaktli,mahtlaktli,"[""mahtlactli"", ""matlactli"", ""mahtlaktli"", ""matlaktli""]",hard c > k
kw::maneharoa::1,maneharoa,EHN_colloquial,Eastern Huasteca Nahuatl,To drive,rule_based_from_source_form,maneharoa,maneharoa,"[""maneharoa"", ""manearoa""]",identity
kw::mangocuahuitl::1,mangocuahuitl,EHN_colloquial,Eastern Huasteca Nahuatl,mango tree.,rule_based_from_source_form,mangokuawitl,mangokuawitl,"[""mangocuahuitl"", ""mangocuauitl"", ""mangokuawitl""]",hu> w before vowel; hard c > k
kw::manzana::1,manzana,EHN_colloquial,Eastern Huasteca Nahuatl,apple.,rule_based_from_source_form,mansana,mansana,"[""manzana"", ""mansana""]",z > s
kw::mapachi::2,mapachi,EHN_colloquial,Eastern Huasteca Nahuatl,raccoon.,rule_based_from_source_form,mapachi,mapachi,"[""mapachi"", ""mapaci""]",identity
kw::mapachin::2,mapachin,EHN_colloquial,Eastern Huasteca Nahuatl,raccoon,rule_based_from_source_form,mapachin,mapachin,"[""mapachin"", ""mapacin""]",identity
kw::marzo::1,marzo,EHN_colloquial,Eastern Huasteca Nahuatl,March,rule_based_from_source_form,marso,marso,"[""marzo"", ""marso""]",z > s
kw::mati::4,mati,EHN_colloquial,Eastern Huasteca Nahuatl,to know,rule_based_from_source_form,mati,mati,"[""mati""]",identity
kw::matzahtli::3,matzahtli,EHN_colloquial,Eastern Huasteca Nahuatl,pineapple.,rule_based_from_source_form,matsahtli,matsahtli,"[""matzahtli"", ""matzatli"", ""matsahtli"", ""matsatli""]",z > s
kw::matzohtli::1,matzohtli,EHN_colloquial,Eastern Huasteca Nahuatl,pineapple,rule_based_from_source_form,matsohtli,matsohtli,"[""matzohtli"", ""matzotli"", ""matsohtli"", ""matsotli""]",z > s
kw::mayana::3,mayana,EHN_colloquial,Eastern Huasteca Nahuatl,hungry,rule_based_from_source_form,mayana,mayana,"[""mayana""]",identity
kw::mayitl::1,mayitl,EHN_colloquial,Eastern Huasteca Nahuatl,hand.,rule_based_from_source_form,mayitl,mayitl,"[""mayitl""]",identity
kw::mayo::1,mayo,EHN_colloquial,Eastern Huasteca Nahuatl,May,rule_based_from_source_form,mayo,mayo,"[""mayo""]",identity
kw::mecatl::5,mecatl,EHN_colloquial,Eastern Huasteca Nahuatl,"rope, cord.",rule_based_from_source_form,mekatl,mekatl,"[""mecatl"", ""mekatl""]",hard c > k
kw::mesa::1,mesa,EHN_colloquial,Eastern Huasteca Nahuatl,table,rule_based_from_source_form,mesa,mesa,"[""mesa""]",identity
kw::metatl::1,metatl,EHN_colloquial,Eastern Huasteca Nahuatl,"metate, grinding stone.",rule_based_from_source_form,metatl,metatl,"[""metatl""]",identity
kw::metztli::7,metztli,EHN_colloquial,Eastern Huasteca Nahuatl,moon,rule_based_from_source_form,metstli,metstli,"[""metztli"", ""metstli""]",z > s
kw::metztli::8,metztli,EHN_colloquial,Eastern Huasteca Nahuatl,month,rule_based_from_source_form,metstli,metstli,"[""metztli"", ""metstli""]",z > s
kw::metztli::9,metztli,EHN_colloquial,Eastern Huasteca Nahuatl,leg,rule_based_from_source_form,metstli,metstli,"[""metztli"", ""metstli""]",z > s
kw::mexco::1,Mexco,EHN_colloquial,Eastern Huasteca Nahuatl,Mexico.,rule_based_from_source_form,mexko,mexko,"[""mexco"", ""mexko""]",hard c > k
kw::mexikatl::2,mexikatl,EHN_colloquial,Eastern Huasteca Nahuatl,"Mexican, Nahuan people.",rule_based_from_source_form,mexikatl,mexikatl,"[""mexikatl"", ""mexicatl""]",identity
kw::mexko::3,Mexko,EHN_colloquial,Eastern Huasteca Nahuatl,"Mexico (a country in North America, located south of the United States, and northwest of Guatemala and Belize from Central America)",rule_based_from_source_form,mexko,mexko,"[""mexko"", ""mexco""]",identity
kw::miac::1,miac,EHN_colloquial,Eastern Huasteca Nahuatl,a lot.,rule_based_from_source_form,miak,miak,"[""miac"", ""miak""]",hard c > k
kw::michi::2,michi,EHN_colloquial,Eastern Huasteca Nahuatl,fish.,rule_based_from_source_form,michi,michi,"[""michi"", ""mici""]",identity
kw::michtlacualli::1,michtlacualli,EHN_colloquial,Eastern Huasteca Nahuatl,fish (food).,rule_based_from_source_form,michtlakualli,michtlakualli,"[""michtlacualli"", ""mictlacualli"", ""michtlakualli"", ""mictlakualli""]",hard c > k
kw::mihcatzi::1,mihcatzi,EHN_colloquial,Eastern Huasteca Nahuatl,deadman.,rule_based_from_source_form,mihkatsi,mihkatsi,"[""mihcatzi"", ""micatzi"", ""mihkatsi"", ""mikatsi""]",z > s; hard c > k
kw::mihquetl::1,mihquetl,EHN_colloquial,Eastern Huasteca Nahuatl,deadman.,rule_based_from_source_form,mihketl,mihketl,"[""mihquetl"", ""miquetl"", ""mihketl"", ""miketl"", ""mihcetl""]",qu > k before front vowel
kw::milli::3,milli,EHN_colloquial,Eastern Huasteca Nahuatl,Cultivated field; milpa.,rule_based_from_source_form,milli,milli,"[""milli""]",identity
kw::milpa::1,milpa,EHN_colloquial,Eastern Huasteca Nahuatl,cornfield.,rule_based_from_source_form,milpa,milpa,"[""milpa""]",identity
kw::miltitla::1,miltitla,EHN_colloquial,Eastern Huasteca Nahuatl,garden.,rule_based_from_source_form,miltitla,miltitla,"[""miltitla""]",identity
kw::miqui::3,miqui,EHN_colloquial,Eastern Huasteca Nahuatl,to die.,rule_based_from_source_form,miki,miki,"[""miqui"", ""miki"", ""mici""]",qu > k before front vowel
kw::miquilistli::1,miquilistli,EHN_colloquial,Eastern Huasteca Nahuatl,alternative spelling of miquiliztli (“death”),explicit_gloss_target,mikilistli (“death”),mikilistli (“death”),"[""miquilistli"", ""mikilistli (“death”)"", ""mikilistli (“deat”)"", ""micilistli (“death”)""]",gloss target: miquiliztli (“death”); qu > k before front vowel; z > s
kw::miquiliztli::3,miquiliztli,EHN_colloquial,Eastern Huasteca Nahuatl,death.,rule_based_from_source_form,mikilistli,mikilistli,"[""miquiliztli"", ""mikilistli"", ""micilistli""]",qu > k before front vowel; z > s
kw::mistli::3,mistli,EHN_colloquial,Eastern Huasteca Nahuatl,Cat,rule_based_from_source_form,mistli,mistli,"[""mistli""]",identity
kw::mitoniya::1,mitoniya,EHN_colloquial,Eastern Huasteca Nahuatl,to sweat.,rule_based_from_source_form,mitoniya,mitoniya,"[""mitoniya""]",identity
kw::miyac::1,miyac,EHN_colloquial,Eastern Huasteca Nahuatl,many.,rule_based_from_source_form,miyak,miyak,"[""miyac"", ""miyak""]",hard c > k
kw::miztli::4,miztli,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of mistli,explicit_gloss_target,mistli,mistli,"[""miztli"", ""mistli""]",gloss target: mistli
kw::mizto::3,mizto,EHN_colloquial,Eastern Huasteca Nahuatl,cat,rule_based_from_source_form,misto,misto,"[""mizto"", ""misto""]",z > s
kw::moaxca::1,moaxca,EHN_colloquial,Eastern Huasteca Nahuatl,of you,rule_based_from_source_form,moaxka,moaxka,"[""moaxca"", ""moaxka""]",hard c > k
kw::mococohua::1,mococohua,EHN_colloquial,Eastern Huasteca Nahuatl,to be sick.,rule_based_from_source_form,mokokowa,mokokowa,"[""mococohua"", ""mococoua"", ""mokokowa""]",hu> w before vowel; hard c > k
kw::moztla::2,moztla,EHN_colloquial,Eastern Huasteca Nahuatl,tomorrow,rule_based_from_source_form,mostla,mostla,"[""moztla"", ""mostla""]",z > s
kw::na::2,na,EHN_colloquial,Eastern Huasteca Nahuatl,first person; I,rule_based_from_source_form,na,na,"[""na""]",identity
kw::nacatl::3,nacatl,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of nakatl,explicit_gloss_target,nakatl,nakatl,"[""nacatl"", ""nakatl""]",gloss target: nakatl
kw::naha::1,naha,EHN_colloquial,Eastern Huasteca Nahuatl,first person; I,rule_based_from_source_form,naha,naha,"[""naha"", ""naa""]",identity
kw::nahui::3,nahui,EHN_colloquial,Eastern Huasteca Nahuatl,four,rule_based_from_source_form,nawi,nawi,"[""nahui"", ""naui"", ""nawi""]",hu> w before vowel
kw::nakatl::3,nakatl,EHN_colloquial,Eastern Huasteca Nahuatl,meat,rule_based_from_source_form,nakatl,nakatl,"[""nakatl"", ""nacatl""]",identity
kw::nane::2,nane,EHN_colloquial,Eastern Huasteca Nahuatl,Miss,rule_based_from_source_form,nane,nane,"[""nane""]",identity
kw::ne::1,ne,EHN_colloquial,Eastern Huasteca Nahuatl,that.,rule_based_from_source_form,ne,ne,"[""ne""]",identity
kw::ne::2,ne,EHN_colloquial,Eastern Huasteca Nahuatl,that.,rule_based_from_source_form,ne,ne,"[""ne""]",identity
kw::neca::1,neca,EHN_colloquial,Eastern Huasteca Nahuatl,there,rule_based_from_source_form,neka,neka,"[""neca"", ""neka""]",hard c > k
kw::nechca::1,nechca,EHN_colloquial,Eastern Huasteca Nahuatl,close to.,rule_based_from_source_form,nechka,nechka,"[""nechca"", ""necca"", ""nechka"", ""necka""]",hard c > k
kw::nectli::2,nectli,EHN_colloquial,Eastern Huasteca Nahuatl,honey.,rule_based_from_source_form,nektli,nektli,"[""nectli"", ""nektli""]",hard c > k
kw::nehnemi::2,nehnemi,EHN_colloquial,Eastern Huasteca Nahuatl,to walk.,rule_based_from_source_form,nehnemi,nehnemi,"[""nehnemi"", ""nenemi""]",identity
kw::nehnemiliztli::1,nehnemiliztli,EHN_colloquial,Eastern Huasteca Nahuatl,way of life; a lifestyle.,rule_based_from_source_form,nehnemilistli,nehnemilistli,"[""nehnemiliztli"", ""nenemiliztli"", ""nehnemilistli"", ""nenemilistli""]",z > s
kw::nel-a::1,nelía,EHN_colloquial,Eastern Huasteca Nahuatl,truly.,rule_based_from_source_form,nelía,nelia,"[""nelía"", ""nelia""]",identity
kw::nepa::1,nepa,EHN_colloquial,Eastern Huasteca Nahuatl,there,rule_based_from_source_form,nepa,nepa,"[""nepa""]",identity
kw::ni::1,ni,EHN_colloquial,Eastern Huasteca Nahuatl,this.,rule_based_from_source_form,ni,ni,"[""ni""]",identity
kw::ni::2,ni,EHN_colloquial,Eastern Huasteca Nahuatl,this.,rule_based_from_source_form,ni,ni,"[""ni""]",identity
kw::nica::1,nica,EHN_colloquial,Eastern Huasteca Nahuatl,here,rule_based_from_source_form,nika,nika,"[""nica"", ""nika""]",hard c > k
kw::nicani::1,nicani,EHN_colloquial,Eastern Huasteca Nahuatl,here,rule_based_from_source_form,nikani,nikani,"[""nicani"", ""nikani""]",hard c > k
kw::noaxca::1,noaxca,EHN_colloquial,Eastern Huasteca Nahuatl,of me,rule_based_from_source_form,noaxka,noaxka,"[""noaxca"", ""noaxka""]",hard c > k
kw::nochi::1,nochi,EHN_colloquial,Eastern Huasteca Nahuatl,all.,rule_based_from_source_form,nochi,nochi,"[""nochi"", ""noci""]",identity
kw::nochtli::4,nochtli,EHN_colloquial,Eastern Huasteca Nahuatl,prickly pear,rule_based_from_source_form,nochtli,nochtli,"[""nochtli"", ""noctli""]",identity
kw::noha::1,noha,EHN_colloquial,Eastern Huasteca Nahuatl,still,rule_based_from_source_form,noha,noha,"[""noha"", ""noa""]",identity
kw::nohqu-a::1,nohquía,EHN_colloquial,Eastern Huasteca Nahuatl,"also, as well.",rule_based_from_source_form,nohquía,nohquia,"[""nohquía"", ""nohquia"", ""noquia""]",identity
kw::nohquiya::1,nohquiya,EHN_colloquial,Eastern Huasteca Nahuatl,"moreover, furthermore.",rule_based_from_source_form,nohkiya,nohkiya,"[""nohquiya"", ""noquiya"", ""nohkiya"", ""nokiya"", ""nohciya""]",qu > k before front vowel
kw::nopa::1,nopa,EHN_colloquial,Eastern Huasteca Nahuatl,that.,rule_based_from_source_form,nopa,nopa,"[""nopa""]",identity
kw::nopa::2,nopa,EHN_colloquial,Eastern Huasteca Nahuatl,that.,rule_based_from_source_form,nopa,nopa,"[""nopa""]",identity
kw::nopano::1,nopano,EHN_colloquial,Eastern Huasteca Nahuatl,there,rule_based_from_source_form,nopano,nopano,"[""nopano""]",identity
kw::noviembre::1,noviembre,EHN_colloquial,Eastern Huasteca Nahuatl,November,rule_based_from_source_form,noviembre,noviembre,"[""noviembre""]",identity
kw::octubre::1,octubre,EHN_colloquial,Eastern Huasteca Nahuatl,October,rule_based_from_source_form,oktubre,oktubre,"[""octubre"", ""oktubre""]",hard c > k
kw::ocuili::1,ocuili,EHN_colloquial,Eastern Huasteca Nahuatl,"worm, grub.",rule_based_from_source_form,okuili,okuili,"[""ocuili"", ""okuili""]",hard c > k
kw::ohuaatl::1,ohuaatl,EHN_colloquial,Eastern Huasteca Nahuatl,sugarcane juice.,rule_based_from_source_form,owaatl,owaatl,"[""ohuaatl"", ""ouaatl"", ""owaatl""]",hu> w before vowel
kw::ohuatl::2,ohuatl,EHN_colloquial,Eastern Huasteca Nahuatl,sugarcane.,rule_based_from_source_form,owatl,owatl,"[""ohuatl"", ""ouatl"", ""owatl""]",hu> w before vowel
kw::ohui::1,ohui,EHN_colloquial,Eastern Huasteca Nahuatl,"hard, difficult.",rule_based_from_source_form,owi,owi,"[""ohui"", ""oui"", ""owi""]",hu> w before vowel
kw::ohyoli::1,ohyoli,EHN_colloquial,Eastern Huasteca Nahuatl,jug.,rule_based_from_source_form,ohyoli,ohyoli,"[""ohyoli"", ""oyoli""]",identity
kw::okichpil::1,okichpil,EHN_colloquial,Eastern Huasteca Nahuatl,boy,rule_based_from_source_form,okichpil,okichpil,"[""okichpil"", ""okicpil"", ""ocichpil""]",identity
kw::okichpilmeh::1,okichpilmeh,EHN_colloquial,Eastern Huasteca Nahuatl,plural of okichpil,rule_based_from_source_form,okichpilmeh,okichpilmeh,"[""okichpilmeh"", ""okicpilme"", ""ocichpilmeh""]",identity
kw::okichtli::1,okichtli,EHN_colloquial,Eastern Huasteca Nahuatl,"male, macho",rule_based_from_source_form,okichtli,okichtli,"[""okichtli"", ""okictli"", ""ocichtli""]",identity
kw::olotl::4,olotl,EHN_colloquial,Eastern Huasteca Nahuatl,corncob.,rule_based_from_source_form,olotl,olotl,"[""olotl""]",identity
kw::ome::4,ome,EHN_colloquial,Eastern Huasteca Nahuatl,two,rule_based_from_source_form,ome,ome,"[""ome""]",identity
kw::omitl::4,omitl,EHN_colloquial,Eastern Huasteca Nahuatl,bone.,rule_based_from_source_form,omitl,omitl,"[""omitl""]",identity
kw::ompa::2,ompa,EHN_colloquial,Eastern Huasteca Nahuatl,second.,rule_based_from_source_form,ompa,ompa,"[""ompa""]",identity
kw::onca::1,onca,EHN_colloquial,Eastern Huasteca Nahuatl,there is.,rule_based_from_source_form,onka,onka,"[""onca"", ""onka""]",hard c > k
kw::oquichpil::2,oquichpil,EHN_colloquial,Eastern Huasteca Nahuatl,boy.,rule_based_from_source_form,okichpil,okichpil,"[""oquichpil"", ""oquicpil"", ""okichpil"", ""okicpil"", ""ocichpil""]",qu > k before front vowel
kw::oquichpilmeh::1,oquichpilmeh,EHN_colloquial,Eastern Huasteca Nahuatl,plural of oquichpil,rule_based_from_source_form,okichpilmeh,okichpilmeh,"[""oquichpilmeh"", ""oquicpilme"", ""okichpilmeh"", ""okicpilme"", ""ocichpilmeh""]",qu > k before front vowel
